,ds,y,population,temp,rain,hum,week_weekend,st,holiday,warning
4305,2021-06-29 09:00:00,654.0,76346,24.4,0.0,64.0,0,30.4,0,not
4306,2021-06-29 10:00:00,476.0,76346,26.7,0.0,56.0,0,30.4,0,not
4307,2021-06-29 11:00:00,586.0,76346,27.1,0.0,54.0,0,30.4,0,not
4308,2021-06-29 12:00:00,688.0,76346,28.7,0.0,48.0,0,30.4,0,not
4309,2021-06-29 13:00:00,856.0,76346,28.6,0.0,49.0,0,30.4,0,not
4310,2021-06-29 14:00:00,600.0,76346,29.3,0.0,45.0,0,30.4,0,not
4311,2021-06-29 15:00:00,800.0,76346,31.0,0.0,42.0,0,30.4,0,not
4312,2021-06-29 16:00:00,760.0,76346,30.2,0.0,42.0,0,30.4,0,not
4313,2021-06-29 17:00:00,608.0,76346,29.0,0.0,45.0,0,30.4,0,not
4314,2021-06-29 18:00:00,808.0,76346,29.0,0.0,46.0,0,30.4,0,not
4315,2021-06-29 19:00:00,758.0,76346,27.8,0.0,55.0,0,30.4,0,not
4316,2021-06-29 20:00:00,614.0,76346,26.5,0.0,61.0,0,30.4,0,not
4317,2021-06-29 21:00:00,732.0,76346,25.5,0.0,63.0,0,30.4,0,not
4318,2021-06-29 22:00:00,668.0,76346,24.3,0.0,72.0,0,30.4,0,not
4319,2021-06-29 23:00:00,678.0,76346,24.1,0.0,74.0,0,30.4,0,not
4320,2021-06-30 00:00:00,1026.0,76346,23.7,0.0,75.0,0,29.9,0,not
4321,2021-06-30 01:00:00,532.0,76346,23.2,0.0,77.0,0,29.9,0,not
4322,2021-06-30 02:00:00,742.0,76346,22.4,0.0,82.0,0,29.9,0,not
4323,2021-06-30 03:00:00,906.0,76346,22.3,0.0,83.0,0,29.9,0,not
4324,2021-06-30 04:00:00,752.0,76346,22.0,0.0,84.0,0,29.9,0,not
4325,2021-06-30 05:00:00,820.0,76346,22.1,0.0,83.0,0,29.9,0,not
4326,2021-06-30 06:00:00,614.0,76346,22.4,0.0,83.0,0,29.9,0,not
4327,2021-06-30 07:00:00,530.0,76346,22.8,0.0,80.0,0,29.9,0,not
4328,2021-06-30 08:00:00,752.0,76346,23.3,0.0,75.0,0,29.9,0,not
4329,2021-06-30 09:00:00,656.0,76346,24.2,0.0,74.0,0,29.9,0,not
4330,2021-06-30 10:00:00,780.0,76346,24.5,0.0,72.0,0,29.9,0,not
4331,2021-06-30 11:00:00,602.0,76346,25.4,0.0,70.0,0,29.9,0,not
4332,2021-06-30 12:00:00,896.0,76346,27.2,0.0,59.0,0,29.9,0,not
4333,2021-06-30 13:00:00,726.0,76346,27.5,0.0,58.0,0,29.9,0,not
4334,2021-06-30 14:00:00,542.0,76346,27.0,0.0,65.0,0,29.9,0,not
4335,2021-06-30 15:00:00,882.0,76346,27.6,0.0,63.0,0,29.9,0,not
4336,2021-06-30 16:00:00,804.0,76346,27.8,0.0,59.0,0,29.9,0,not
4337,2021-06-30 17:00:00,468.0,76346,28.1,0.0,60.0,0,29.9,0,not
4338,2021-06-30 18:00:00,628.0,76346,28.0,0.0,60.0,0,29.9,0,not
4339,2021-06-30 19:00:00,804.0,76346,27.2,0.0,65.0,0,29.9,0,not
4340,2021-06-30 20:00:00,444.0,76346,24.2,0.1,83.0,0,29.9,0,not
4341,2021-06-30 21:00:00,618.0,76346,23.3,0.0,87.0,0,29.9,0,not
4342,2021-06-30 22:00:00,846.0,76346,23.0,0.0,84.0,0,29.9,0,not
4343,2021-06-30 23:00:00,546.0,76346,22.8,0.0,80.0,0,29.9,0,not
4344,2021-07-01 00:00:00,630.0,76393,21.7,0.0,88.0,0,31.9,0,not
4345,2021-07-01 01:00:00,604.0,76393,21.2,0.0,90.0,0,31.9,0,not
4346,2021-07-01 02:00:00,748.0,76393,20.9,0.0,89.0,0,31.9,0,not
4347,2021-07-01 03:00:00,720.0,76393,21.3,0.0,84.0,0,31.9,0,not
4348,2021-07-01 04:00:00,744.0,76393,20.1,0.0,90.0,0,31.9,0,not
4349,2021-07-01 05:00:00,752.0,76393,19.6,0.0,92.0,0,31.9,0,not
4350,2021-07-01 06:00:00,576.0,76393,19.6,0.0,91.0,0,31.9,0,not
4351,2021-07-01 07:00:00,732.0,76393,21.1,0.0,85.0,0,31.9,0,not
4352,2021-07-01 08:00:00,572.0,76393,22.6,0.0,77.0,0,31.9,0,not
4353,2021-07-01 09:00:00,460.0,76393,24.1,0.0,72.0,0,31.9,0,not
4354,2021-07-01 10:00:00,834.0,76393,25.9,0.0,63.0,0,31.9,0,not
4355,2021-07-01 11:00:00,334.0,76393,27.9,0.0,56.0,0,31.9,0,not
4356,2021-07-01 12:00:00,464.0,76393,30.2,0.0,46.0,0,31.9,0,not
4357,2021-07-01 13:00:00,612.0,76393,30.1,0.0,49.0,0,31.9,0,not
4358,2021-07-01 14:00:00,392.0,76393,31.8,0.0,44.0,0,31.9,0,not
4359,2021-07-01 15:00:00,422.0,76393,30.5,0.0,46.0,0,31.9,0,not
4360,2021-07-01 16:00:00,858.0,76393,31.6,0.0,45.0,0,31.9,0,not
4361,2021-07-01 17:00:00,276.0,76393,30.9,0.0,46.0,0,31.9,0,not
4362,2021-07-01 18:00:00,608.0,76393,30.9,0.0,45.0,0,31.9,0,not
4363,2021-07-01 19:00:00,578.0,76393,30.3,0.0,52.0,0,31.9,0,not
4364,2021-07-01 20:00:00,626.0,76393,28.8,0.0,44.0,0,31.9,0,not
4365,2021-07-01 21:00:00,790.0,76393,27.2,0.0,46.0,0,31.9,0,not
4366,2021-07-01 22:00:00,660.0,76393,26.3,0.0,43.0,0,31.9,0,not
4367,2021-07-01 23:00:00,626.0,76393,25.2,0.0,49.0,0,31.9,0,not
4368,2021-07-02 00:00:00,852.0,76393,24.1,0.0,55.0,0,31.8,0,not
4369,2021-07-02 01:00:00,774.0,76393,23.4,0.0,60.0,0,31.8,0,not
4370,2021-07-02 02:00:00,608.0,76393,22.4,0.0,66.0,0,31.8,0,not
4371,2021-07-02 03:00:00,858.0,76393,20.9,0.0,71.0,0,31.8,0,not
4372,2021-07-02 04:00:00,588.0,76393,19.8,0.0,79.0,0,31.8,0,not
4373,2021-07-02 05:00:00,860.0,76393,19.2,0.0,83.0,0,31.8,0,not
4374,2021-07-02 06:00:00,752.0,76393,20.0,0.0,80.0,0,31.8,0,not
4375,2021-07-02 07:00:00,732.0,76393,21.3,0.0,73.0,0,31.8,0,not
4376,2021-07-02 08:00:00,468.0,76393,22.2,0.0,70.0,0,31.8,0,not
4377,2021-07-02 09:00:00,716.0,76393,23.3,0.0,64.0,0,31.8,0,not
4378,2021-07-02 10:00:00,974.0,76393,25.3,0.0,56.0,0,31.8,0,not
4379,2021-07-02 11:00:00,594.0,76393,24.2,0.0,61.0,0,31.8,0,not
4380,2021-07-02 12:00:00,656.0,76393,27.5,0.0,53.0,0,31.8,0,not
4381,2021-07-02 13:00:00,684.0,76393,27.8,0.0,52.0,0,31.8,0,not
4382,2021-07-02 14:00:00,674.0,76393,30.0,0.0,48.0,0,31.8,0,not
4383,2021-07-02 15:00:00,818.0,76393,31.1,0.0,47.0,0,31.8,0,not
4384,2021-07-02 16:00:00,368.0,76393,30.5,0.0,46.0,0,31.8,0,not
4385,2021-07-02 17:00:00,404.0,76393,29.8,0.0,52.0,0,31.8,0,not
4386,2021-07-02 18:00:00,1062.0,76393,28.6,0.0,55.0,0,31.8,0,not
4387,2021-07-02 19:00:00,614.0,76393,27.8,0.0,59.0,0,31.8,0,not
4388,2021-07-02 20:00:00,496.0,76393,26.9,0.0,61.0,0,31.8,0,not
4389,2021-07-02 21:00:00,744.0,76393,25.5,0.0,66.0,0,31.8,0,not
4390,2021-07-02 22:00:00,636.0,76393,24.5,0.0,70.0,0,31.8,0,not
4391,2021-07-02 23:00:00,692.0,76393,23.8,0.0,72.0,0,31.8,0,not
4392,2021-07-03 00:00:00,896.0,76393,23.2,0.0,76.0,1,27.2,0,not
4393,2021-07-03 01:00:00,476.0,76393,22.2,0.0,80.0,1,27.2,0,not
4394,2021-07-03 02:00:00,836.0,76393,21.0,0.0,85.0,1,27.2,0,not
4395,2021-07-03 03:00:00,748.0,76393,20.7,0.0,86.0,1,27.2,0,not
4396,2021-07-03 04:00:00,568.0,76393,20.4,0.0,88.0,1,27.2,0,not
4397,2021-07-03 05:00:00,894.0,76393,20.1,0.0,89.0,1,27.2,0,not
4398,2021-07-03 06:00:00,766.0,76393,20.3,0.0,88.0,1,27.2,0,not
4399,2021-07-03 07:00:00,668.0,76393,22.0,0.0,79.0,1,27.2,0,not
4400,2021-07-03 08:00:00,500.0,76393,23.2,0.0,75.0,1,27.2,0,not
4401,2021-07-03 09:00:00,808.0,76393,24.0,0.0,71.0,1,27.2,0,not
4402,2021-07-03 10:00:00,660.0,76393,25.5,0.0,68.0,1,27.2,0,not
4403,2021-07-03 11:00:00,490.0,76393,25.0,0.0,69.0,1,27.2,0,not
4404,2021-07-03 12:00:00,666.0,76393,24.9,0.0,69.0,1,27.2,0,not
4405,2021-07-03 13:00:00,480.0,76393,24.7,0.0,70.0,1,27.2,0,not
4406,2021-07-03 14:00:00,664.0,76393,23.0,0.6,79.0,1,27.2,0,not
4407,2021-07-03 15:00:00,692.0,76393,22.0,0.6,86.0,1,27.2,0,not
4408,2021-07-03 16:00:00,584.0,76393,21.6,3.6,92.0,1,27.2,0,not
4409,2021-07-03 17:00:00,576.0,76393,21.4,3.0,93.0,1,27.2,0,not
4410,2021-07-03 18:00:00,836.0,76393,21.3,4.3,95.0,1,27.2,0,not
4411,2021-07-03 19:00:00,552.0,76393,21.1,0.9,95.0,1,27.2,0,not
4412,2021-07-03 20:00:00,510.0,76393,21.0,1.2,95.0,1,27.2,0,not
4413,2021-07-03 21:00:00,756.0,76393,21.0,2.8,95.0,1,27.2,0,not
4414,2021-07-03 22:00:00,754.0,76393,21.1,1.9,96.0,1,27.2,0,not
4415,2021-07-03 23:00:00,684.0,76393,21.1,5.0,96.0,1,27.2,0,not
4416,2021-07-04 00:00:00,856.0,76393,21.3,7.2,96.0,1,32.7,0,not
4417,2021-07-04 01:00:00,472.0,76393,22.9,1.3,93.0,1,32.7,0,not
4418,2021-07-04 02:00:00,896.0,76393,23.8,0.1,88.0,1,32.7,0,not
4419,2021-07-04 03:00:00,738.0,76393,24.0,0.3,90.0,1,32.7,0,not
4420,2021-07-04 04:00:00,528.0,76393,24.4,0.0,89.0,1,32.7,0,not
4421,2021-07-04 05:00:00,790.0,76393,23.3,0.0,95.0,1,32.7,0,not
4422,2021-07-04 06:00:00,876.0,76393,23.0,0.0,96.0,1,32.7,0,not
4423,2021-07-04 07:00:00,718.0,76393,24.4,0.0,90.0,1,32.7,0,not
4424,2021-07-04 08:00:00,622.0,76393,25.3,0.0,89.0,1,32.7,0,not
4425,2021-07-04 09:00:00,782.0,76393,26.6,0.0,84.0,1,32.7,0,not
4426,2021-07-04 10:00:00,484.0,76393,29.6,0.0,54.0,1,32.7,0,not
4427,2021-07-04 11:00:00,384.0,76393,30.9,0.0,49.0,1,32.7,0,not
4428,2021-07-04 12:00:00,830.0,76393,31.3,0.0,52.0,1,32.7,0,not
4429,2021-07-04 13:00:00,422.0,76393,30.4,0.0,52.0,1,32.7,0,not
4430,2021-07-04 14:00:00,372.0,76393,30.5,0.0,53.0,1,32.7,0,not
4431,2021-07-04 15:00:00,670.0,76393,32.1,0.0,48.0,1,32.7,0,not
4432,2021-07-04 16:00:00,604.0,76393,31.4,0.0,49.0,1,32.7,0,not
4433,2021-07-04 17:00:00,292.0,76393,30.1,0.0,50.0,1,32.7,0,not
4434,2021-07-04 18:00:00,736.0,76393,28.2,0.0,61.0,1,32.7,0,not
4435,2021-07-04 19:00:00,584.0,76393,26.9,0.0,66.0,1,32.7,0,not
4436,2021-07-04 20:00:00,476.0,76393,25.8,0.0,69.0,1,32.7,0,not
4437,2021-07-04 21:00:00,668.0,76393,24.5,0.0,75.0,1,32.7,0,not
4438,2021-07-04 22:00:00,570.0,76393,23.7,0.0,78.0,1,32.7,0,not
4439,2021-07-04 23:00:00,724.0,76393,23.1,0.0,80.0,1,32.7,0,not
4440,2021-07-05 00:00:00,568.0,76393,22.8,0.0,80.0,0,27.7,0,not
4441,2021-07-05 01:00:00,882.0,76393,22.0,0.0,84.0,0,27.7,0,not
4442,2021-07-05 02:00:00,506.0,76393,22.3,0.0,81.0,0,27.7,0,not
4443,2021-07-05 03:00:00,652.0,76393,21.5,0.0,86.0,0,27.7,0,not
4444,2021-07-05 04:00:00,780.0,76393,21.6,0.0,85.0,0,27.7,0,not
4445,2021-07-05 05:00:00,530.0,76393,20.9,0.0,89.0,0,27.7,0,not
4446,2021-07-05 06:00:00,636.0,76393,20.8,0.0,89.0,0,27.7,0,not
4447,2021-07-05 07:00:00,698.0,76393,21.4,0.0,87.0,0,27.7,0,not
4448,2021-07-05 08:00:00,430.0,76393,22.3,0.0,82.0,0,27.7,0,not
4449,2021-07-05 09:00:00,744.0,76393,23.0,0.0,76.0,0,27.7,0,not
4450,2021-07-05 10:00:00,716.0,76393,23.2,0.0,76.0,0,27.7,0,not
4451,2021-07-05 11:00:00,664.0,76393,24.0,0.0,74.0,0,27.7,0,not
4452,2021-07-05 12:00:00,752.0,76393,24.6,0.0,73.0,0,27.7,0,not
4453,2021-07-05 13:00:00,628.0,76393,25.1,0.0,72.0,0,27.7,0,not
4454,2021-07-05 14:00:00,984.0,76393,25.5,0.0,73.0,0,27.7,0,not
4455,2021-07-05 15:00:00,590.0,76393,25.2,0.0,73.0,0,27.7,0,not
4456,2021-07-05 16:00:00,412.0,76393,24.4,0.1,84.0,0,27.7,0,not
4457,2021-07-05 17:00:00,624.0,76393,24.3,0.2,88.0,0,27.7,0,not
4458,2021-07-05 18:00:00,518.0,76393,23.6,0.2,88.0,0,27.7,0,not
4459,2021-07-05 19:00:00,250.0,76393,22.9,0.3,91.0,0,27.7,0,not
4460,2021-07-05 20:00:00,592.0,76393,22.6,0.5,93.0,0,27.7,0,not
4461,2021-07-05 21:00:00,544.0,76393,22.4,1.6,94.0,0,27.7,0,not
4462,2021-07-05 22:00:00,450.0,76393,21.6,9.5,96.0,0,27.7,0,not
4463,2021-07-05 23:00:00,508.0,76393,21.2,11.8,97.0,0,27.7,0,not
4464,2021-07-06 00:00:00,616.0,76393,21.0,18.8,98.0,0,28.1,0,not
4465,2021-07-06 01:00:00,308.0,76393,20.9,11.2,98.0,0,28.1,0,not
4466,2021-07-06 02:00:00,298.0,76393,21.1,1.3,98.0,0,28.1,0,not
4467,2021-07-06 03:00:00,538.0,76393,21.1,0.9,97.0,0,28.1,0,not
4468,2021-07-06 04:00:00,608.0,76393,21.2,0.2,96.0,0,28.1,0,not
4469,2021-07-06 05:00:00,316.0,76393,21.3,0.0,97.0,0,28.1,0,not
4470,2021-07-06 06:00:00,336.0,76393,21.3,0.3,97.0,0,28.1,0,not
4471,2021-07-06 07:00:00,504.0,76393,21.4,0.7,97.0,0,28.1,0,not
4472,2021-07-06 08:00:00,346.0,76393,22.5,0.0,94.0,0,28.1,0,not
4473,2021-07-06 09:00:00,542.0,76393,22.4,0.0,94.0,0,28.1,0,not
4474,2021-07-06 10:00:00,324.0,76393,23.5,0.0,87.0,0,28.1,0,not
4475,2021-07-06 11:00:00,516.0,76393,24.6,0.0,84.0,0,28.1,0,not
4476,2021-07-06 12:00:00,304.0,76393,25.0,0.0,81.0,0,28.1,0,not
4477,2021-07-06 13:00:00,458.0,76393,25.4,0.0,81.0,0,28.1,0,not
4478,2021-07-06 14:00:00,632.0,76393,25.0,0.0,82.0,0,28.1,0,not
4479,2021-07-06 15:00:00,386.0,76393,24.1,0.4,90.0,0,28.1,0,not
4480,2021-07-06 16:00:00,584.0,76393,23.4,3.5,93.0,0,28.1,0,not
4481,2021-07-06 17:00:00,480.0,76393,23.0,1.4,92.0,0,28.1,0,not
4482,2021-07-06 18:00:00,440.0,76393,22.7,3.1,93.0,0,28.1,0,not
4483,2021-07-06 19:00:00,428.0,76393,21.9,0.6,92.0,0,28.1,0,not
4484,2021-07-06 20:00:00,400.0,76393,22.0,0.0,95.0,0,28.1,0,not
4485,2021-07-06 21:00:00,420.0,76393,22.2,0.2,96.0,0,28.1,0,not
4486,2021-07-06 22:00:00,448.0,76393,22.0,0.0,96.0,0,28.1,0,not
4487,2021-07-06 23:00:00,456.0,76393,22.1,0.0,97.0,0,28.1,0,not
4488,2021-07-07 00:00:00,330.0,76393,22.3,0.0,96.0,0,30.6,0,not
4489,2021-07-07 01:00:00,292.0,76393,22.2,0.0,97.0,0,30.6,0,not
4490,2021-07-07 02:00:00,514.0,76393,22.1,0.0,97.0,0,30.6,0,not
4491,2021-07-07 03:00:00,684.0,76393,22.1,0.0,97.0,0,30.6,0,not
4492,2021-07-07 04:00:00,176.0,76393,22.1,0.0,97.0,0,30.6,0,not
4493,2021-07-07 05:00:00,434.0,76393,22.2,0.3,97.0,0,30.6,0,not
4494,2021-07-07 06:00:00,374.0,76393,22.2,2.5,98.0,0,30.6,0,not
4495,2021-07-07 07:00:00,508.0,76393,22.3,10.5,98.0,0,30.6,0,not
4496,2021-07-07 08:00:00,306.0,76393,22.5,35.0,98.0,0,30.6,0,not
4497,2021-07-07 09:00:00,458.0,76393,22.7,16.2,98.0,0,30.6,0,not
4498,2021-07-07 10:00:00,520.0,76393,23.2,8.6,98.0,0,30.6,0,not
4499,2021-07-07 11:00:00,496.0,76393,24.0,0.0,93.0,0,30.6,0,not
4500,2021-07-07 12:00:00,328.0,76393,24.3,0.1,92.0,0,30.6,0,not
4501,2021-07-07 13:00:00,544.0,76393,24.0,1.0,94.0,0,30.6,0,not
4502,2021-07-07 14:00:00,756.0,76393,26.9,0.0,84.0,0,30.6,0,not
4503,2021-07-07 15:00:00,398.0,76393,26.8,0.0,84.0,0,30.6,0,not
4504,2021-07-07 16:00:00,534.0,76393,26.5,0.0,83.0,0,30.6,0,not
4505,2021-07-07 17:00:00,420.0,76393,26.2,0.0,84.0,0,30.6,0,not
4506,2021-07-07 18:00:00,620.0,76393,24.7,4.8,94.0,0,30.6,0,not
4507,2021-07-07 19:00:00,564.0,76393,24.7,1.0,93.0,0,30.6,0,not
4508,2021-07-07 20:00:00,412.0,76393,24.6,0.0,93.0,0,30.6,0,not
4509,2021-07-07 21:00:00,272.0,76393,24.1,0.0,96.0,0,30.6,0,not
4510,2021-07-07 22:00:00,472.0,76393,24.3,0.0,93.0,0,30.6,0,not
4511,2021-07-07 23:00:00,496.0,76393,24.3,0.0,92.0,0,30.6,0,not
4512,2021-07-08 00:00:00,516.0,76393,23.9,0.0,93.0,0,30.6,0,not
4513,2021-07-08 01:00:00,280.0,76393,24.0,0.0,89.0,0,30.6,0,not
4514,2021-07-08 02:00:00,730.0,76393,23.1,0.9,94.0,0,30.6,0,not
4515,2021-07-08 03:00:00,210.0,76393,22.6,5.0,96.0,0,30.6,0,not
4516,2021-07-08 04:00:00,332.0,76393,22.3,23.7,98.0,0,30.6,0,not
4517,2021-07-08 05:00:00,510.0,76393,22.3,10.0,98.0,0,30.6,0,not
4518,2021-07-08 06:00:00,342.0,76393,21.9,4.9,96.0,0,30.6,0,not
4519,2021-07-08 07:00:00,232.0,76393,22.0,0.3,97.0,0,30.6,0,not
4520,2021-07-08 08:00:00,516.0,76393,24.0,0.0,90.0,0,30.6,0,not
4521,2021-07-08 09:00:00,558.0,76393,25.2,0.0,81.0,0,30.6,0,not
4522,2021-07-08 10:00:00,318.0,76393,25.2,0.0,78.0,0,30.6,0,warning
4523,2021-07-08 11:00:00,516.0,76393,26.1,0.0,73.0,0,30.6,0,warning
4524,2021-07-08 12:00:00,836.0,76393,27.2,0.0,73.0,0,30.6,0,warning
4525,2021-07-08 13:00:00,836.0,76393,27.7,0.0,68.0,0,30.6,0,warning
4526,2021-07-08 14:00:00,245.0,76393,27.8,0.0,71.0,0,30.6,0,warning
4527,2021-07-08 15:00:00,392.0,76393,28.4,0.0,68.0,0,30.6,0,warning
4528,2021-07-08 16:00:00,462.0,76393,28.3,0.0,71.0,0,30.6,0,warning
4529,2021-07-08 17:00:00,670.0,76393,27.7,0.0,73.0,0,30.6,0,warning
4530,2021-07-08 18:00:00,460.0,76393,26.6,0.0,75.0,0,30.6,0,warning
4531,2021-07-08 19:00:00,336.0,76393,25.7,0.0,77.0,0,30.6,0,warning
4532,2021-07-08 20:00:00,564.0,76393,25.3,0.0,81.0,0,30.6,0,warning
4533,2021-07-08 21:00:00,352.0,76393,24.8,0.3,84.0,0,30.6,0,warning
4534,2021-07-08 22:00:00,376.0,76393,24.8,0.0,82.0,0,30.6,0,warning
4535,2021-07-08 23:00:00,436.0,76393,24.4,0.0,82.0,0,30.6,0,warning
4536,2021-07-09 00:00:00,454.0,76393,23.7,0.1,90.0,0,31.5,0,warning
4537,2021-07-09 01:00:00,426.0,76393,23.6,0.0,89.0,0,31.5,0,warning
4538,2021-07-09 02:00:00,404.0,76393,22.9,0.9,94.0,0,31.5,0,warning
4539,2021-07-09 03:00:00,552.0,76393,22.6,1.2,96.0,0,31.5,0,warning
4540,2021-07-09 04:00:00,540.0,76393,22.4,0.0,96.0,0,31.5,0,warning
4541,2021-07-09 05:00:00,300.0,76393,22.2,0.0,96.0,0,31.5,0,warning
4542,2021-07-09 06:00:00,370.0,76393,22.3,0.0,95.0,0,31.5,0,warning
4543,2021-07-09 07:00:00,290.0,76393,22.5,0.0,93.0,0,31.5,0,warning
4544,2021-07-09 08:00:00,540.0,76393,22.1,2.8,96.0,0,31.5,0,warning
4545,2021-07-09 09:00:00,484.0,76393,22.4,4.2,95.0,0,31.5,0,warning
4546,2021-07-09 10:00:00,292.0,76393,23.4,0.0,89.0,0,31.5,0,warning
4547,2021-07-09 11:00:00,532.0,76393,24.5,0.0,87.0,0,31.5,0,warning
4548,2021-07-09 12:00:00,674.0,76393,25.4,0.0,79.0,0,31.5,0,warning
4549,2021-07-09 13:00:00,336.0,76393,26.9,0.0,70.0,0,31.5,0,warning
4550,2021-07-09 14:00:00,526.0,76393,28.3,0.0,69.0,0,31.5,0,warning
4551,2021-07-09 15:00:00,720.0,76393,29.9,0.0,64.0,0,31.5,0,warning
4552,2021-07-09 16:00:00,720.0,76393,29.1,0.0,66.0,0,31.5,0,warning
4553,2021-07-09 17:00:00,245.0,76393,28.9,0.0,67.0,0,31.5,0,warning
4554,2021-07-09 18:00:00,780.0,76393,28.9,0.0,69.0,0,31.5,0,warning
4555,2021-07-09 19:00:00,452.0,76393,27.2,0.0,78.0,0,31.5,0,warning
4556,2021-07-09 20:00:00,518.0,76393,26.4,0.0,84.0,0,31.5,0,warning
4557,2021-07-09 21:00:00,518.0,76393,25.1,0.0,88.0,0,31.5,0,warning
4558,2021-07-09 22:00:00,245.0,76393,24.7,0.0,91.0,0,31.5,0,warning
4559,2021-07-09 23:00:00,534.0,76393,24.4,0.0,90.0,0,31.5,0,warning
4560,2021-07-10 00:00:00,354.0,76393,23.7,0.0,94.0,1,32.0,0,warning
4561,2021-07-10 01:00:00,366.0,76393,23.6,0.0,93.0,1,32.0,0,warning
4562,2021-07-10 02:00:00,752.0,76393,23.1,0.0,95.0,1,32.0,0,warning
4563,2021-07-10 03:00:00,322.0,76393,22.7,0.0,96.0,1,32.0,0,warning
4564,2021-07-10 04:00:00,436.0,76393,22.6,0.0,96.0,1,32.0,0,warning
4565,2021-07-10 05:00:00,492.0,76393,22.5,0.0,96.0,1,32.0,0,warning
4566,2021-07-10 06:00:00,304.0,76393,22.7,0.0,95.0,1,32.0,0,warning
4567,2021-07-10 07:00:00,412.0,76393,23.3,0.0,93.0,1,32.0,0,warning
4568,2021-07-10 08:00:00,424.0,76393,24.6,0.0,85.0,1,32.0,0,warning
4569,2021-07-10 09:00:00,452.0,76393,26.3,0.0,80.0,1,32.0,0,warning
4570,2021-07-10 10:00:00,412.0,76393,27.2,0.0,73.0,1,32.0,0,warning
4571,2021-07-10 11:00:00,556.0,76393,26.8,0.0,76.0,1,32.0,0,warning
4572,2021-07-10 12:00:00,390.0,76393,28.9,0.0,65.0,1,32.0,0,warning
4573,2021-07-10 13:00:00,430.0,76393,29.5,0.0,59.0,1,32.0,0,warning
4574,2021-07-10 14:00:00,394.0,76393,28.6,1.0,79.0,1,32.0,0,warning
4575,2021-07-10 15:00:00,702.0,76393,28.4,0.0,74.0,1,32.0,0,warning
4576,2021-07-10 16:00:00,404.0,76393,30.3,0.0,66.0,1,32.0,0,warning
4577,2021-07-10 17:00:00,370.0,76393,27.8,0.0,66.0,1,32.0,0,warning
4578,2021-07-10 18:00:00,412.0,76393,24.7,0.0,80.0,1,32.0,0,warning
4579,2021-07-10 19:00:00,412.0,76393,22.4,9.3,94.0,1,32.0,0,warning
4580,2021-07-10 20:00:00,245.0,76393,22.4,0.7,95.0,1,32.0,0,warning
4581,2021-07-10 21:00:00,496.0,76393,22.5,0.4,95.0,1,32.0,0,warning
4582,2021-07-10 22:00:00,396.0,76393,22.2,0.1,96.0,1,32.0,0,warning
4583,2021-07-10 23:00:00,330.0,76393,21.8,0.0,95.0,1,32.0,0,warning
4584,2021-07-11 00:00:00,414.0,76393,21.9,0.0,95.0,1,32.8,0,warning
4585,2021-07-11 01:00:00,424.0,76393,21.8,0.0,95.0,1,32.8,0,warning
4586,2021-07-11 02:00:00,512.0,76393,21.7,0.0,96.0,1,32.8,0,warning
4587,2021-07-11 03:00:00,276.0,76393,21.2,0.0,97.0,1,32.8,0,warning
4588,2021-07-11 04:00:00,728.0,76393,20.8,0.0,97.0,1,32.8,0,warning
4589,2021-07-11 05:00:00,228.0,76393,20.8,0.0,97.0,1,32.8,0,warning
4590,2021-07-11 06:00:00,210.0,76393,21.0,0.0,97.0,1,32.8,0,warning
4591,2021-07-11 07:00:00,486.0,76393,21.5,0.0,95.0,1,32.8,0,warning
4592,2021-07-11 08:00:00,514.0,76393,22.4,0.0,92.0,1,32.8,0,warning
4593,2021-07-11 09:00:00,330.0,76393,23.6,0.0,88.0,1,32.8,0,warning
4594,2021-07-11 10:00:00,324.0,76393,25.6,0.0,79.0,1,32.8,0,warning
4595,2021-07-11 11:00:00,412.0,76393,27.9,0.0,70.0,1,32.8,0,warning
4596,2021-07-11 12:00:00,280.0,76393,29.1,0.0,67.0,1,32.8,0,warning
4597,2021-07-11 13:00:00,724.0,76393,29.7,0.0,68.0,1,32.8,0,warning
4598,2021-07-11 14:00:00,304.0,76393,30.7,0.0,62.0,1,32.8,0,warning
4599,2021-07-11 15:00:00,382.0,76393,30.2,0.0,64.0,1,32.8,0,warning
4600,2021-07-11 16:00:00,426.0,76393,30.5,0.0,65.0,1,32.8,0,warning
4601,2021-07-11 17:00:00,516.0,76393,31.4,0.0,62.0,1,32.8,0,warning
4602,2021-07-11 18:00:00,402.0,76393,30.6,0.0,65.0,1,32.8,0,warning
4603,2021-07-11 19:00:00,466.0,76393,28.8,0.0,79.0,1,32.8,0,warning
4604,2021-07-11 20:00:00,266.0,76393,24.0,4.4,83.0,1,32.8,0,warning
4605,2021-07-11 21:00:00,354.0,76393,23.0,1.0,93.0,1,32.8,0,warning
4606,2021-07-11 22:00:00,686.0,76393,22.9,0.0,96.0,1,32.8,0,warning
4607,2021-07-11 23:00:00,180.0,76393,22.8,0.0,96.0,1,32.8,0,warning
4608,2021-07-12 00:00:00,234.0,76393,22.7,0.0,96.0,0,34.1,0,warning
4609,2021-07-12 01:00:00,568.0,76393,22.7,0.0,95.0,0,34.1,0,warning
4610,2021-07-12 02:00:00,676.0,76393,22.4,0.0,96.0,0,34.1,0,warning
4611,2021-07-12 03:00:00,320.0,76393,22.3,0.0,96.0,0,34.1,0,warning
4612,2021-07-12 04:00:00,396.0,76393,22.4,0.0,96.0,0,34.1,0,warning
